Historia,Titulo Historia,Data-Lake,Chave,Titulo,Status,Data Criacao,Data Atualizacao,Quantidade Subtarefas,Categoria_Analise,Data Inicio Esperada,Data Fim Esperada
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1878,9.14 tb_sap_arg_vlcvehicle_aux,Done,2025-07-24T14:23:50.934-0300,2026-01-22T14:07:49.920-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1877,9.13 tb_sap_arg_vlcvehicle,Done,2025-07-24T14:23:43.231-0300,2026-01-22T14:07:46.308-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1876,9.12 tb_sap_arg_but020_aux,Done,2025-07-24T14:23:34.514-0300,2026-01-21T16:23:46.782-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1875,9.11 tb_sap_arg_but020,Done,2025-07-24T14:23:18.490-0300,2026-01-21T16:23:42.987-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1874,9.10 tb_sap_arg_but000_aux,Done,2025-07-24T14:23:10.694-0300,2026-01-21T16:23:38.599-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1873,9.9 tb_sap_arg_but000,Done,2025-07-24T14:23:02.362-0300,2026-01-21T16:23:34.546-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1872,9.8 tb_sap_arg_adrc_aux,Done,2025-07-24T14:22:09.889-0300,2026-01-20T16:24:12.815-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1871,9.7 tb_sap_arg_adrc,Done,2025-07-24T14:22:02.451-0300,2026-01-20T16:24:08.338-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1870,9.6 tb_sap_arg_adr6_aux,Done,2025-07-24T14:21:54.221-0300,2026-01-20T16:24:04.910-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1869,9.5 tb_sap_arg_adr6,Done,2025-07-24T14:21:45.852-0300,2026-01-20T16:24:01.726-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1868,9.4 tb_sap_arg_adr3_aux,Done,2025-07-24T14:21:36.896-0300,2026-01-20T16:23:58.304-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1867,9.3 tb_sap_arg_adr3,Done,2025-07-24T14:20:56.020-0300,2026-01-20T16:23:54.834-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1866,9.2 tb_sap_arg_adr2_aux,Done,2025-07-24T14:20:47.693-0300,2026-01-27T09:40:39.909-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1865,9.1 tb_sap_arg_adr2,Done,2025-07-24T14:20:38.985-0300,2026-01-27T09:40:35.562-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-2503,[Brain/NOVAUS] Cliente Argentina,Brain/NOVAUS,TOAWS-1390,[9]data-lake-brain-staging-cliente-argentina,Done,2025-07-15T17:25:21.603-0300,2026-01-30T09:44:03.066-0300,0,Desenvolvimento/Outros,2026-01-19,2026-02-20
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5899,[StoryBug] Produção: Tabela tb_recall_campanha - divergencias nas volumetrias diárias,Done,2026-03-13T10:41:59.680-0300,2026-03-16T17:25:27.184-0300,0,Story Bug,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5875,[StoryBug] Produção - Erro dag: el_rsa_cmn--fn_recall,Done,2026-03-10T08:20:27.504-0300,2026-03-12T10:59:57.526-0300,0,Story Bug,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5829,[RN-FMK] Inconsistências ordem colunas tabelas: TB_CAMPANHA_RECALL e TB_RECALL_CAMPANHA,Done,2026-02-25T14:34:51.495-0300,2026-02-26T10:54:22.177-0300,0,RN-FMK,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5702,[Adição escopo] Staging.tb_ibm_s440_vin,Done,2026-02-05T09:56:55.024-0300,2026-02-12T14:37:03.739-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5701,[Adição escopo] Staging.tb_ibm_s440_recall_campanha,Done,2026-02-05T09:56:28.974-0300,2026-02-12T14:37:01.024-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5646,9 [Preparo PRD] Validação do Processo em PRD. (Responsável: Stellantis-Quem homologou / Apoio: DEV que desenvolveu / Quem desenvolveu).Adicionar evidência na história que o processo Rodou.,Done,2026-01-20T11:53:50.723-0300,2026-03-04T09:56:55.319-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5493,8 [Preparo Ambiente]Analisar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-30T13:43:10.428-0300,2026-03-04T10:25:03.685-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5492,7 [Preparo Ambiente]Cópiar tabelas (Responsavel: STELLANTIS/Apoio: DEV),Done,2025-12-30T13:43:08.971-0300,2026-03-04T09:56:36.384-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5491,6 [Preparo Ambiente]Executar processo em PROD (Responsavel: DEVOPS/ Apoio: DEV),Done,2025-12-30T13:43:07.495-0300,2026-03-09T09:42:37.930-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5490,"5 [Preparo Ambiente]Listar Processos Fora do Framework (Lambda, Glue, Kafka, Snowflake, Airflow) (Responsavel: DEV/Apoio: DEVOPS)",Done,2025-12-30T13:43:06.003-0300,2026-03-03T16:16:57.212-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5489,4 [Preparo Ambiente]Incrementar no Power BI as tabelas a serem comparadas (BIG QUERY X SNOWFLAKE) (Responsavel: ONGOING),Done,2025-12-30T13:43:04.549-0300,2026-03-04T09:57:10.882-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5488,3 [Preparo Ambiente]Garantir chegada e acessos das interfaces em produção (Responsavel: STELLANTIS),Done,2025-12-30T13:43:03.146-0300,2026-03-04T09:56:03.855-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5487,2 [Preparo Ambiente]Estruturar a Entrada do Lakehousein ou Lakehouseout garantindo a execução correta do processo em PROD (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-30T13:43:01.683-0300,2026-03-04T09:55:54.722-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-5486,1 [Preparo Ambiente] Verificar Execução Baseada em Eventos e Stagings que executam em outras DAGs (Responsavel: STELLANTIS/ Apoio: DEV),Done,2025-12-30T13:43:00.234-0300,2026-03-04T09:55:50.251-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-2612,Preparação ambiente AWS S3 de prod.,Done,2025-10-01T15:14:23.353-0300,2025-10-02T10:36:47.724-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-2587,[StoryBug] - Falha no start do evento(tb_arquivo_opv_declaracao_venda),Done,2025-09-23T15:16:26.907-0300,2025-09-23T16:17:25.877-0300,0,Story Bug,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-2575,[StoryBug] - Tabela zerada no Snowflake,Done,2025-09-18T09:28:04.929-0300,2025-09-19T09:05:20.016-0300,0,Story Bug,2025-07-28,2025-10-03
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2572,Runbook,Done,2025-09-17T14:16:00.157-0300,2026-02-26T15:12:16.350-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-2526,[StoryBug] - Erros Schema,Done,2025-09-03T15:50:05.181-0300,2025-09-18T09:25:31.243-0300,0,Story Bug,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-2468,Runbook - Tabelas por Evento - 02/10/25 apresentação,Done,2025-08-27T10:56:20.033-0300,2025-10-02T14:08:42.522-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2305,Homologação,Done,2025-08-12T15:50:24.738-0300,2026-02-26T13:23:53.886-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2304,Documento de teste,Done,2025-08-12T15:49:20.278-0300,2026-02-16T17:03:56.428-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2303,1.6 tb_recall_campanha,Done,2025-08-12T15:49:14.883-0300,2026-02-12T14:36:53.339-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2302,1.5 tb_campanha_recall,Done,2025-08-12T15:49:06.398-0300,2026-02-12T14:36:49.924-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2301,1.4 vw_world_manufacturer_identifier,Done,2025-08-12T15:48:59.926-0300,2026-02-12T14:37:28.741-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2300,1.3 vw_historico_recall_campanha,Done,2025-08-12T15:48:52.589-0300,2026-02-12T14:37:26.324-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2299,1.2 vw_campanha_recall,Done,2025-08-12T15:48:45.232-0300,2026-02-12T14:37:06.137-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1369,[Brain] - Recall,Brain,TOAWS-2298,1.1 tb_world_manufacturer_identifier,Done,2025-08-12T15:48:38.488-0300,2026-02-12T14:36:46.850-0300,0,Desenvolvimento/Outros,2026-02-05,2026-03-02
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1900,11.18 tb_toll_tag_enable_history,Canceled,2025-07-24T14:34:06.599-0300,2026-02-09T17:53:19.394-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1899,11.17 tb_toll_event,Canceled,2025-07-24T14:33:56.453-0300,2026-02-09T17:53:14.884-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1898,11.16 tb_toll_conectcar_toll_event,Canceled,2025-07-24T14:33:43.602-0300,2026-02-09T17:53:10.324-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1897,11.15 tb_toll_conectcar_passage_event,Canceled,2025-07-24T14:33:29.171-0300,2026-02-20T12:28:23.189-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1895,11.14 tb_payment_security_payment_instrument_address,Canceled,2025-07-24T14:33:20.162-0300,2026-02-09T17:53:00.890-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1894,11.13 tb_payment_security_payment_instrument,Canceled,2025-07-24T14:33:10.782-0300,2026-02-09T17:52:57.039-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1893,11.12 tb_hub_user_user,Canceled,2025-07-24T14:33:01.073-0300,2026-02-20T12:28:37.508-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1892,11.11 tb_hub_user_marketplace_user,Canceled,2025-07-24T14:32:49.478-0300,2026-02-20T12:27:43.962-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1891,11.10 tb_hub_user_loyalty,Canceled,2025-07-24T14:32:18.325-0300,2026-02-20T12:28:07.953-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1890,11.9 tb_hub_user_email,Canceled,2025-07-24T14:30:10.581-0300,2026-02-20T12:27:30.920-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1889,11.8 tb_hub_user_credential,Canceled,2025-07-24T14:29:58.980-0300,2026-02-20T12:26:43.144-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1888,11.7 tb_hub_user_car_mapping,Canceled,2025-07-24T14:29:48.183-0300,2026-02-20T12:27:19.345-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1887,11.6 tb_hub_user_audit,Canceled,2025-07-24T14:29:36.666-0300,2026-02-20T12:27:56.857-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1886,11.5 tb_hub_user_address,Canceled,2025-07-24T14:29:27.512-0300,2026-02-20T12:27:07.538-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1885,11.4 tb_connectcar_tag_request,Canceled,2025-07-24T14:29:18.683-0300,2026-02-20T12:26:31.961-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1884,11.3 tb_connectcar_tag_portability,Canceled,2025-07-24T14:29:10.367-0300,2026-02-20T12:26:19.694-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1883,11.2 tb_connectcar_tag_disable_history,Canceled,2025-07-24T14:29:01.805-0300,2026-02-09T17:52:05.715-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1882,11.1 tb_connectcar_plate_change_history,Canceled,2025-07-24T14:28:51.604-0300,2026-02-09T17:52:00.876-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1881,10.1 tb_opv_cliente,Done,2025-07-24T14:25:41.898-0300,2025-11-08T13:57:26.876-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1864,8.5 tb_ibm_dia,Done,2025-07-24T14:19:11.566-0300,2025-11-13T11:26:03.264-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1863,8.4 ibm_tipo_imposto_faturamento,Done,2025-07-24T14:19:03.390-0300,2026-02-05T17:24:12.559-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1862,8.3 ibm_pais,Done,2025-07-24T14:18:54.918-0300,2025-09-15T09:17:19.191-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1861,8.2 ibm_municipio,Done,2025-07-24T14:18:44.548-0300,2025-11-04T18:06:00.414-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1860,8.1 ibm_estado,Done,2025-07-24T14:18:37.069-0300,2025-11-04T18:05:57.197-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1859,7.16 tb_tab_4173,Done,2025-07-24T14:15:48.634-0300,2025-12-11T14:34:44.435-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1858,7.15 tb_ibm_montadoras,Done,2025-07-24T14:15:40.826-0300,2025-09-25T13:32:27.947-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1857,7.14 tb_ibm_mercado,Done,2025-07-24T14:15:32.476-0300,2025-09-08T14:13:38.172-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1856,7.13 tb_ibm_grupo_opcional,Done,2025-07-24T14:15:24.955-0300,2025-12-02T08:55:50.175-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1855,7.12 tb_ibm_cor_interna,Done,2025-07-24T14:15:17.362-0300,2025-09-08T13:52:01.093-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1854,7.11 tb_ibm_cor_externa,Done,2025-07-24T14:15:07.521-0300,2025-09-08T13:51:37.289-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1853,7.10 tb_ibm_categoria_tecnica,Done,2025-07-24T14:14:53.611-0300,2025-09-25T13:32:23.338-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1852,7.9 tb_ibm_categoria_cliente,Done,2025-07-24T14:14:44.259-0300,2025-12-02T08:55:53.590-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1851,7.8 tb_ibm_allestimento_mercado,Done,2025-07-24T14:14:34.378-0300,2025-09-11T14:06:24.130-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1850,7.7 tb_ibm_allestimento_especial,Done,2025-07-24T14:14:26.059-0300,2025-09-11T14:06:22.023-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1849,7.6 ibm_segmento_mercado,Done,2025-07-24T14:14:17.443-0300,2025-09-25T13:32:18.151-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1848,7.5 ibm_segmento_global,Done,2025-07-24T14:14:06.140-0300,2025-09-25T13:32:15.968-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1847,7.4 ibm_opcional_kit,Done,2025-07-24T14:13:57.834-0300,2026-01-26T14:52:46.535-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1846,7.3 ibm_grupo_tecnico,Done,2025-07-24T14:13:46.781-0300,2025-09-25T13:32:13.779-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1845,7.2 ibm_grupo_cliente,Done,2025-07-24T14:00:34.066-0300,2025-09-25T13:32:12.002-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1844,7.1 ibm_familia_programacao,Done,2025-07-24T14:00:26.076-0300,2025-11-17T11:05:17.673-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1843,6.3 tb_ibm_ifga_003,Done,2025-07-24T13:58:07.152-0300,2025-09-15T09:17:01.537-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1842,6.2 tb_ibm_ifga_003_qsn1,Done,2025-07-24T13:57:59.650-0300,2025-09-15T09:16:56.452-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1841,6.1 tb_ibm_ifga_003_cara,Done,2025-07-24T13:57:52.834-0300,2025-09-15T09:16:52.170-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1840,[4] data-lake-brain-carga_dimensaocorporativa_desenho,Done,2025-07-24T13:52:08.423-0300,2026-01-29T10:07:33.471-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1839,5.6 tb_tabelas_sap,Done,2025-07-24T13:50:09.266-0300,2025-10-28T16:47:00.372-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1838,5.5 tb_tab_7473,Done,2025-07-24T13:50:01.280-0300,2025-10-28T16:46:57.849-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1837,5.4 tb_sap_navio,Done,2025-07-24T13:49:42.257-0300,2026-02-05T17:24:16.652-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1836,5.3 tb_ibm_regional_jeep,Done,2025-07-24T13:49:26.920-0300,2025-11-04T16:18:54.689-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1835,5.2 tb_ibm_empresa,Done,2025-07-24T13:49:19.203-0300,2025-11-07T16:18:30.877-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1834,5.1 vw_navio,Done,2025-07-24T13:49:10.900-0300,2026-02-05T17:24:19.505-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1833,4.1 tb_rtm_desenho,Done,2025-07-24T13:47:33.797-0300,2025-11-05T07:25:30.522-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1832,3.1 tb_ibm_ifga_011,Done,2025-07-24T13:46:00.450-0300,2025-09-15T09:17:07.738-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1831,2.1 tb_marca_psa,Done,2025-07-24T13:45:11.349-0300,2026-02-16T14:13:08.256-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1829,1.1 tb_redecon,Done,2025-07-24T13:43:01.995-0300,2026-02-16T14:13:01.556-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-1739,Homologação 22/08,Done,2025-07-22T14:41:21.080-0300,2025-09-26T09:51:43.159-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-1738,Documento de Teste,Done,2025-07-22T14:41:10.772-0300,2025-08-21T16:18:27.360-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-1448,EL copy/parse tb_sap_contrato_xml,Done,2025-07-15T17:46:30.266-0300,2025-08-21T16:12:02.408-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-1447,EL copy/parse tb_webdac_geco,Done,2025-07-15T17:46:11.530-0300,2025-08-14T18:56:58.548-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-1446,EL copy/parse tb_webdac_area_incluencia,Done,2025-07-15T17:45:51.884-0300,2025-08-14T18:57:02.383-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1212,[Brain] Tabelas por Eventos,Brain,TOAWS-1445,EL copy/parse tb_webdac,Done,2025-07-15T17:45:10.822-0300,2025-08-14T19:37:15.695-0300,0,Desenvolvimento/Outros,2025-07-28,2025-10-03
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1393,[11]data-lake-brain-staging-hub-cart,Canceled,2025-07-15T17:25:31.831-0300,2026-02-09T17:53:37.262-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1391,[10]data-lake-brain-staging-cliente-declaracao-venda-psa,Done,2025-07-15T17:25:25.784-0300,2025-11-08T14:05:42.490-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1389,[8]data-lake-brain-carga_tabelas_ibm,Done,2025-07-15T17:25:13.038-0300,2025-12-19T09:43:58.492-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1388,[7]data-lake-brain-carga_tabelas_custom,Done,2025-07-15T17:25:08.186-0300,2026-02-09T16:57:03.393-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1387,[6]data-lake-brain-carga_stg_ibm_ifga_003,Done,2025-07-15T17:25:03.751-0300,2026-01-29T11:05:22.545-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1386,[5]data-lake-brain-carga_separa_arq_seq_tabelas,Done,2025-07-15T17:24:58.946-0300,2026-02-05T17:24:23.150-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1385,[3]data-lake-brain-carga-stg-ifga-011,Done,2025-07-15T17:24:54.218-0300,2026-01-29T10:07:19.736-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
TOAWS-1381,[Brain] - Stage,Brain,TOAWS-1384,[2]data-lake-brain-carga-dlt-mysql-marca-psa-bgq,Done,2025-07-15T17:24:49.764-0300,2026-02-16T14:13:04.372-0300,0,Desenvolvimento/Outros,2025-08-11,2026-02-20
